t,q1,q2,q3,q4,x,y,z,q3_out,x_des,y_des,z_des,q3_des,tau1,tau2,tau3,tau4
13.390000,-0.040106,0.900470,0.716399,-1.700562,0.246872,-0.009425,0.023877,0.716399,0.172303,0.011528,0.100000,0.769196,0.052722,-0.318677,-0.012677,-0.228571
13.400000,-0.039933,0.900423,0.716299,-1.700060,0.246893,-0.009385,0.023837,0.716299,0.172420,0.011805,0.100000,0.770168,0.053274,-0.362335,-0.049761,-0.268355
13.410000,-0.039937,0.900431,0.716295,-1.700006,0.246893,-0.009386,0.023828,0.716295,0.172540,0.012080,0.100000,0.771163,0.053605,-0.364433,-0.048417,-0.265942
13.420000,-0.039936,0.900438,0.716291,-1.700001,0.246893,-0.009386,0.023827,0.716291,0.172662,0.012354,0.100000,0.772181,0.054034,-0.367487,-0.047876,-0.264309
13.430000,-0.039936,0.900449,0.716285,-1.700542,0.246888,-0.009385,0.023893,0.716285,0.172787,0.012627,0.100000,0.773222,0.054549,-0.332747,-0.012173,-0.223872
13.440000,-0.039697,0.900413,0.716178,-1.700058,0.246909,-0.009330,0.023853,0.716178,0.172914,0.012898,0.100000,0.774286,0.054983,-0.375368,-0.047948,-0.262032
13.450000,-0.039701,0.900420,0.716175,-1.700006,0.246910,-0.009331,0.023846,0.716175,0.173045,0.013168,0.100000,0.775372,0.055355,-0.377698,-0.046606,-0.259564
13.460000,-0.039701,0.900425,0.716172,-1.700001,0.246910,-0.009331,0.023844,0.716172,0.173178,0.013437,0.100000,0.776480,0.055780,-0.380941,-0.046042,-0.257850
13.470000,-0.039692,0.900368,0.716190,-1.700420,0.246906,-0.009329,0.023908,0.716190,0.173313,0.013705,0.100000,0.777611,0.054865,-0.374974,-0.047102,-0.260884
13.480000,-0.039386,0.900410,0.716058,-1.700045,0.246926,-0.009258,0.023867,0.716058,0.173452,0.013971,0.100000,0.778764,0.056686,-0.388892,-0.045840,-0.255190
13.490000,-0.039386,0.900410,0.716058,-1.700045,0.246926,-0.009258,0.023867,0.716058,0.173593,0.014236,0.100000,0.779940,0.057121,-0.392394,-0.045359,-0.253514
13.500000,-0.039392,0.900415,0.716056,-1.700005,0.246926,-0.009259,0.023861,0.716056,0.173736,0.014499,0.100000,0.781137,0.057460,-0.395171,-0.044178,-0.251136
13.510000,-0.039392,0.900420,0.716053,-1.700000,0.246926,-0.009259,0.023859,0.716053,0.173883,0.014761,0.100000,0.782356,0.057853,-0.398657,-0.043605,-0.249346
13.520000,-0.039391,0.900425,0.716050,-1.700000,0.246926,-0.009259,0.023859,0.716050,0.174032,0.015021,0.100000,0.783597,0.058277,-0.402276,-0.043094,-0.247601
13.530000,-0.039150,0.900285,0.716053,-1.700104,0.246935,-0.009202,0.023904,0.716053,0.174183,0.015280,0.100000,0.784860,0.049716,-0.413279,-0.043246,-0.246480
13.540000,-0.038904,0.900423,0.715955,-1.700011,0.246942,-0.009145,0.023872,0.715955,0.174337,0.015538,0.100000,0.786144,0.059052,-0.410062,-0.042254,-0.244151
13.550000,-0.038907,0.900427,0.715953,-1.700001,0.246942,-0.009145,0.023870,0.715953,0.174494,0.015794,0.100000,0.787449,0.059381,-0.413618,-0.041556,-0.242185
13.560000,-0.038906,0.900432,0.715950,-1.700000,0.246942,-0.009145,0.023869,0.715950,0.174653,0.016048,0.100000,0.788776,0.059762,-0.417385,-0.041010,-0.240353
13.570000,-0.038906,0.900432,0.715950,-1.700000,0.246942,-0.009145,0.023869,0.715950,0.174815,0.016301,0.100000,0.790124,0.060162,-0.421204,-0.040476,-0.238522
13.580000,-0.038905,0.900437,0.715947,-1.700000,0.246942,-0.009145,0.023868,0.715947,0.174979,0.016552,0.100000,0.791493,0.060559,-0.425060,-0.039932,-0.236668
13.590000,-0.038905,0.900441,0.715945,-1.700000,0.246942,-0.009145,0.023867,0.715945,0.175146,0.016801,0.100000,0.792882,0.060950,-0.428955,-0.039384,-0.234799
13.600000,-0.038904,0.900445,0.715942,-1.700000,0.246942,-0.009145,0.023867,0.715942,0.175315,0.017049,0.100000,0.794293,0.061332,-0.432881,-0.038829,-0.232911
13.610000,-0.038903,0.900449,0.715940,-1.700000,0.246942,-0.009145,0.023866,0.715940,0.175487,0.017295,0.100000,0.795724,0.061716,-0.436848,-0.038269,-0.231006
13.620000,-0.038903,0.900452,0.715938,-1.700000,0.246942,-0.009144,0.023866,0.715938,0.175661,0.017539,0.100000,0.797175,0.062093,-0.440850,-0.037703,-0.229083
13.630000,-0.038902,0.900456,0.715936,-1.700000,0.246942,-0.009144,0.023865,0.715936,0.175838,0.017781,0.100000,0.798647,0.062465,-0.444886,-0.037130,-0.227142
13.640000,-0.038901,0.900459,0.715934,-1.700000,0.246942,-0.009144,0.023865,0.715934,0.176017,0.018022,0.100000,0.800139,0.062831,-0.448957,-0.036551,-0.225184
13.650000,-0.038901,0.900459,0.715934,-1.700000,0.246942,-0.009144,0.023865,0.715934,0.176198,0.018261,0.100000,0.801651,0.063193,-0.453068,-0.035969,-0.223209
13.660000,-0.038900,0.900461,0.715932,-1.700000,0.246942,-0.009144,0.023864,0.715932,0.176382,0.018498,0.100000,0.803182,0.063550,-0.457206,-0.035378,-0.221217
13.670000,-0.038897,0.900463,0.715931,-1.700000,0.246942,-0.009143,0.023864,0.715931,0.176568,0.018733,0.100000,0.804734,0.063898,-0.461360,-0.034779,-0.219207
13.680000,-0.038637,0.900112,0.716149,-1.700089,0.246938,-0.009082,0.023931,0.716149,0.176757,0.018967,0.100000,0.806304,0.054477,-0.458068,-0.036764,-0.219806
13.690000,-0.037526,0.899883,0.716553,-1.700009,0.246915,-0.008819,0.023927,0.716553,0.176947,0.019198,0.100000,0.807895,0.042052,-0.468874,-0.042050,-0.220132
13.700000,-0.035731,0.899906,0.717035,-1.700001,0.246874,-0.008396,0.023863,0.717035,0.177140,0.019428,0.100000,0.809504,0.033251,-0.481127,-0.046422,-0.220369
13.710000,-0.035731,0.899906,0.717035,-1.700001,0.246874,-0.008396,0.023863,0.717035,0.177336,0.019656,0.100000,0.811133,0.033582,-0.485452,-0.045808,-0.218292
13.720000,-0.033514,0.900097,0.717514,-1.700000,0.246828,-0.007873,0.023760,0.717514,0.177534,0.019881,0.100000,0.812780,0.028578,-0.492878,-0.046457,-0.216720
13.730000,-0.031106,0.900120,0.717814,-1.700085,0.246810,-0.007306,0.023729,0.717814,0.177734,0.020105,0.100000,0.814446,0.026594,-0.483592,-0.033052,-0.208294
13.740000,-0.028632,0.899803,0.718018,-1.700009,0.246822,-0.006725,0.023770,0.718018,0.177936,0.020326,0.100000,0.816131,0.025338,-0.483077,-0.031369,-0.205002
13.750000,-0.026128,0.899354,0.718501,-1.700001,0.246807,-0.006136,0.023817,0.718501,0.178140,0.020546,0.100000,0.817834,0.024592,-0.485883,-0.037584,-0.206926
13.760000,-0.023619,0.898889,0.719302,-1.700570,0.246749,-0.005546,0.023901,0.719302,0.178347,0.020764,0.100000,0.819555,0.024230,-0.468452,-0.010851,-0.170091
13.770000,-0.021120,0.898212,0.720333,-1.700061,0.246686,-0.004957,0.023873,0.720333,0.178555,0.020979,0.100000,0.821294,0.023779,-0.492132,-0.043734,-0.207855
13.780000,-0.018637,0.897569,0.721746,-1.700006,0.246572,-0.004372,0.023848,0.721746,0.178766,0.021193,0.100000,0.823051,0.023530,-0.497715,-0.057249,-0.214019
13.790000,-0.016171,0.896912,0.723254,-1.700001,0.246445,-0.003792,0.023821,0.723254,0.178979,0.021404,0.100000,0.824826,0.023246,-0.497772,-0.049716,-0.208264
13.800000,-0.013726,0.896308,0.724252,-1.700482,0.246367,-0.003217,0.023904,0.724252,0.179194,0.021613,0.100000,0.826619,0.022952,-0.503864,-0.044260,-0.206780
13.810000,-0.011304,0.895502,0.724957,-1.700052,0.246340,-0.002649,0.023955,0.724957,0.179411,0.021820,0.100000,0.828428,0.022732,-0.498378,-0.031663,-0.194574
13.820000,-0.008906,0.894564,0.725608,-1.700005,0.246322,-0.002087,0.024091,0.725608,0.179631,0.022025,0.100000,0.830255,0.022527,-0.495378,-0.028683,-0.190820
13.830000,-0.006532,0.893396,0.726513,-1.700000,0.246284,-0.001530,0.024256,0.726513,0.179852,0.022227,0.100000,0.832099,0.022332,-0.494378,-0.032881,-0.191685
13.840000,-0.006532,0.893396,0.726513,-1.700000,0.246284,-0.001530,0.024256,0.726513,0.180075,0.022428,0.100000,0.833960,0.022578,-0.499189,-0.032223,-0.189394
13.850000,-0.004182,0.892091,0.727745,-1.700325,0.246212,-0.000980,0.024455,0.727745,0.180300,0.022626,0.100000,0.835837,0.022344,-0.503554,-0.041398,-0.195553
13.860000,-0.001854,0.890599,0.729185,-1.700035,0.246130,-0.000434,0.024596,0.729185,0.180528,0.022822,0.100000,0.837731,0.022108,-0.501704,-0.037377,-0.189436
13.870000,0.000457,0.889043,0.730697,-1.700004,0.246039,0.000107,0.024775,0.730697,0.180757,0.023015,0.100000,0.839641,0.021754,-0.501168,-0.037196,-0.187523
13.880000,0.002752,0.887388,0.732153,-1.700000,0.245959,0.000644,0.024988,0.732153,0.180988,0.023207,0.100000,0.841567,0.021397,-0.500814,-0.032107,-0.182736
13.890000,0.005031,0.885670,0.733522,-1.700206,0.245887,0.001177,0.025252,0.733522,0.181221,0.023395,0.100000,0.843508,0.021059,-0.503552,-0.033381,-0.183178
13.900000,0.007288,0.883787,0.734985,-1.700022,0.245816,0.001704,0.025495,0.734985,0.181456,0.023582,0.100000,0.845466,0.020862,-0.501786,-0.031644,-0.179048
13.910000,0.009519,0.881805,0.736539,-1.700002,0.245736,0.002225,0.025769,0.736539,0.181693,0.023766,0.100000,0.847439,0.020669,-0.501313,-0.031080,-0.176811
13.920000,0.011725,0.879719,0.738178,-1.700000,0.245650,0.002740,0.026061,0.738178,0.181931,0.023948,0.100000,0.849427,0.020461,-0.501859,-0.031520,-0.175263
13.930000,0.013906,0.877566,0.739896,-1.700119,0.245555,0.003248,0.026373,0.739896,0.182172,0.024128,0.100000,0.851430,0.020234,-0.504083,-0.033739,-0.175641
13.940000,0.016064,0.875307,0.741677,-1.700013,0.245460,0.003751,0.026673,0.741677,0.182414,0.024305,0.100000,0.853448,0.020004,-0.503724,-0.032039,-0.172026
13.950000,0.018198,0.872987,0.743461,-1.700001,0.245364,0.004247,0.027000,0.743461,0.182658,0.024479,0.100000,0.855481,0.019764,-0.504019,-0.030446,-0.169126
13.960000,0.020310,0.870589,0.745261,-1.700000,0.245269,0.004738,0.027343,0.745261,0.182903,0.024652,0.100000,0.857528,0.019525,-0.504552,-0.030117,-0.167039
13.970000,0.022398,0.868116,0.747126,-1.700070,0.245168,0.005223,0.027705,0.747126,0.183151,0.024821,0.100000,0.859589,0.019285,-0.505716,-0.031563,-0.166557
13.980000,0.024463,0.865532,0.749067,-1.700007,0.245063,0.005703,0.028067,0.749067,0.183400,0.024989,0.100000,0.861665,0.019049,-0.505302,-0.030895,-0.163825
13.990000,0.026505,0.862871,0.751046,-1.700001,0.244956,0.006176,0.028449,0.751046,0.183650,0.025153,0.100000,0.863754,0.018808,-0.505430,-0.030077,-0.161378
14.000000,0.028524,0.860178,0.753034,-1.700320,0.244844,0.006643,0.028877,0.753034,0.183903,0.025316,0.100000,0.865857,0.018559,-0.509535,-0.034604,-0.164470
14.010000,0.030519,0.857321,0.755103,-1.700034,0.244735,0.007105,0.029258,0.755103,0.184157,0.025475,0.100000,0.867973,0.018327,-0.506632,-0.030355,-0.157918
14.020000,0.032492,0.854414,0.757140,-1.700004,0.244628,0.007561,0.029685,0.757140,0.184412,0.025632,0.100000,0.870103,0.018085,-0.505852,-0.027375,-0.153896
14.030000,0.034441,0.851423,0.759188,-1.700000,0.244521,0.008011,0.030134,0.759188,0.184669,0.025787,0.100000,0.872245,0.017849,-0.506169,-0.027648,-0.152019
14.040000,0.036367,0.848368,0.761337,-1.700147,0.244403,0.008455,0.030604,0.761337,0.184928,0.025939,0.100000,0.874400,0.017611,-0.508113,-0.031547,-0.153479
14.050000,0.038269,0.845190,0.763609,-1.700016,0.244277,0.008893,0.031052,0.763609,0.185188,0.026089,0.100000,0.876568,0.017378,-0.506949,-0.030583,-0.149963
14.060000,0.040148,0.841958,0.765894,-1.700002,0.244150,0.009325,0.031525,0.765894,0.185450,0.026235,0.100000,0.878748,0.017135,-0.506941,-0.029023,-0.146876
14.070000,0.042005,0.838667,0.768168,-1.700000,0.244024,0.009752,0.032015,0.768168,0.185713,0.026380,0.100000,0.880941,0.016895,-0.507465,-0.028545,-0.144498
14.080000,0.043837,0.835320,0.770481,-1.700069,0.243894,0.010172,0.032520,0.770481,0.185977,0.026521,0.100000,0.883145,0.016655,-0.508525,-0.030019,-0.143847
14.090000,0.045647,0.831879,0.772861,-1.700007,0.243760,0.010587,0.033023,0.772861,0.186243,0.026660,0.100000,0.885361,0.016421,-0.507909,-0.029639,-0.141110
14.100000,0.047433,0.828367,0.775277,-1.700001,0.243622,0.010995,0.033543,0.775277,0.186511,0.026796,0.100000,0.887588,0.016183,-0.507740,-0.029134,-0.138674
14.110000,0.049197,0.824830,0.777701,-1.700309,0.243479,0.011397,0.034108,0.777701,0.186779,0.026930,0.100000,0.889827,0.015993,-0.496948,-0.012253,-0.116117
14.120000,0.050936,0.821140,0.780197,-1.700033,0.243339,0.011794,0.034625,0.780197,0.187049,0.027061,0.100000,0.892076,0.015707,-0.508342,-0.029736,-0.135061
14.130000,0.052653,0.817427,0.782957,-1.700003,0.243166,0.012183,0.035145,0.782957,0.187320,0.027189,0.100000,0.894337,0.015480,-0.509727,-0.038600,-0.138377
14.140000,0.054348,0.813669,0.785847,-1.700000,0.242978,0.012566,0.035662,0.785847,0.187593,0.027314,0.100000,0.896608,0.015231,-0.509188,-0.036136,-0.134861
14.150000,0.056020,0.809902,0.788509,-1.700122,0.242812,0.012944,0.036225,0.788509,0.187867,0.027437,0.100000,0.898889,0.014975,-0.510857,-0.031693,-0.130778
14.160000,0.057668,0.806065,0.790972,-1.700013,0.242672,0.013317,0.036797,0.790972,0.188142,0.027557,0.100000,0.901180,0.014744,-0.509867,-0.026884,-0.124719
14.170000,0.059292,0.802151,0.793411,-1.700001,0.242534,0.013685,0.037402,0.793411,0.188418,0.027674,0.100000,0.903482,0.014522,-0.508563,-0.026553,-0.122213
14.180000,0.060892,0.798107,0.795985,-1.700000,0.242384,0.014046,0.038020,0.795985,0.188695,0.027788,0.100000,0.905793,0.014299,-0.507149,-0.028794,-0.121454
14.190000,0.062469,0.793955,0.798718,-1.700039,0.242218,0.014400,0.038649,0.798718,0.188974,0.027900,0.100000,0.908113,0.014067,-0.506741,-0.031173,-0.121068
14.200000,0.064022,0.789720,0.801525,-1.700004,0.242045,0.014748,0.039276,0.801525,0.189253,0.028009,0.100000,0.910443,0.013832,-0.506493,-0.031024,-0.118501
14.210000,0.065552,0.785451,0.804320,-1.700000,0.241872,0.015090,0.039917,0.804320,0.189534,0.028115,0.100000,0.912781,0.013595,-0.506965,-0.030235,-0.115689
14.220000,0.067059,0.781163,0.807090,-1.700112,0.241698,0.015427,0.040577,0.807090,0.189815,0.028218,0.100000,0.915128,0.013357,-0.508475,-0.031595,-0.115044
14.230000,0.068543,0.776792,0.809889,-1.700012,0.241525,0.015757,0.041226,0.809889,0.190098,0.028319,0.100000,0.917484,0.013130,-0.507285,-0.030473,-0.111335
14.240000,0.070004,0.772362,0.812704,-1.700001,0.241349,0.016082,0.041896,0.812704,0.190382,0.028416,0.100000,0.919848,0.012899,-0.506526,-0.029930,-0.108621
14.250000,0.071442,0.767861,0.815550,-1.700000,0.241168,0.016400,0.042579,0.815550,0.190666,0.028511,0.100000,0.922220,0.012669,-0.506073,-0.030358,-0.106576
14.260000,0.072856,0.763297,0.818450,-1.700030,0.240981,0.016712,0.043273,0.818450,0.190952,0.028603,0.100000,0.924600,0.012439,-0.506002,-0.031544,-0.105235
14.270000,0.074247,0.758663,0.821398,-1.700003,0.240790,0.017018,0.043968,0.821398,0.191238,0.028692,0.100000,0.926987,0.012210,-0.505452,-0.031700,-0.102819
14.280000,0.075616,0.753978,0.824365,-1.700000,0.240595,0.017318,0.044674,0.824365,0.191526,0.028778,0.100000,0.929382,0.011979,-0.505184,-0.031654,-0.100421
14.290000,0.076961,0.749254,0.827343,-1.700079,0.240396,0.017612,0.045396,0.827343,0.191814,0.028862,0.100000,0.931784,0.011747,-0.505759,-0.032929,-0.099436
14.300000,0.078283,0.744453,0.830349,-1.700008,0.240196,0.017901,0.046113,0.830349,0.192103,0.028942,0.100000,0.934192,0.011523,-0.504694,-0.032245,-0.096124
14.310000,0.079583,0.739603,0.833365,-1.700001,0.239993,0.018183,0.046846,0.833365,0.192393,0.029019,0.100000,0.936607,0.011296,-0.504042,-0.031916,-0.093471
14.320000,0.080859,0.734694,0.836400,-1.700000,0.239786,0.018459,0.047589,0.836400,0.192683,0.029094,0.100000,0.939029,0.011070,-0.503543,-0.032333,-0.091337
14.330000,0.082112,0.729730,0.839477,-1.700016,0.239573,0.018729,0.048340,0.839477,0.192975,0.029166,0.100000,0.941456,0.010844,-0.503152,-0.033266,-0.089657
14.340000,0.083343,0.724704,0.842593,-1.700002,0.239356,0.018992,0.049096,0.842593,0.193267,0.029235,0.100000,0.943889,0.010620,-0.502485,-0.033637,-0.087395
14.350000,0.084551,0.719629,0.845730,-1.700000,0.239134,0.019250,0.049859,0.845730,0.193559,0.029300,0.100000,0.946328,0.010395,-0.501991,-0.033833,-0.085088
14.360000,0.085736,0.714510,0.848881,-1.700024,0.238909,0.019502,0.050633,0.848881,0.193853,0.029363,0.100000,0.948773,0.010171,-0.501771,-0.034430,-0.083212
14.370000,0.086898,0.709335,0.852051,-1.700003,0.238681,0.019748,0.051409,0.852051,0.194147,0.029423,0.100000,0.951222,0.009949,-0.501009,-0.034497,-0.080659
14.380000,0.088037,0.704111,0.855237,-1.700000,0.238449,0.019988,0.052195,0.855237,0.194441,0.029480,0.100000,0.953677,0.009727,-0.500308,-0.034711,-0.078332
14.390000,0.089154,0.698839,0.858444,-1.700027,0.238212,0.020221,0.052992,0.858444,0.194736,0.029535,0.100000,0.956136,0.009506,-0.499869,-0.035528,-0.076598
14.400000,0.090249,0.693509,0.861678,-1.700003,0.237972,0.020449,0.053789,0.861678,0.195032,0.029586,0.100000,0.958599,0.009286,-0.498917,-0.035714,-0.074088
14.410000,0.091320,0.688132,0.864930,-1.700000,0.237727,0.020671,0.054596,0.864930,0.195328,0.029634,0.100000,0.961066,0.009067,-0.498147,-0.035961,-0.071757
14.420000,0.092370,0.682711,0.868199,-1.700020,0.237478,0.020887,0.055412,0.868199,0.195625,0.029679,0.100000,0.963538,0.008848,-0.497624,-0.036692,-0.069895
14.430000,0.093396,0.677238,0.871490,-1.700002,0.237225,0.021097,0.056230,0.871490,0.195922,0.029721,0.100000,0.966013,0.008631,-0.496694,-0.036988,-0.067477
14.440000,0.094401,0.671721,0.874799,-1.700000,0.236968,0.021300,0.057055,0.874799,0.196219,0.029761,0.100000,0.968491,0.008415,-0.495856,-0.037334,-0.065197
14.450000,0.095383,0.666161,0.878123,-1.700005,0.236706,0.021498,0.057887,0.878123,0.196517,0.029797,0.100000,0.970973,0.008199,-0.495087,-0.037891,-0.063101
14.460000,0.096343,0.660556,0.881468,-1.700000,0.236439,0.021690,0.058724,0.881468,0.196815,0.029830,0.100000,0.973457,0.007984,-0.494182,-0.038374,-0.060885
14.470000,0.097280,0.654893,0.884832,-1.699909,0.236170,0.021876,0.059557,0.884832,0.197113,0.029861,0.100000,0.975945,0.007768,-0.493677,-0.039382,-0.059353
14.480000,0.098196,0.649160,0.888216,-1.699631,0.235901,0.022057,0.060379,0.888216,0.197412,0.029888,0.100000,0.978434,0.007552,-0.493512,-0.040806,-0.058354
14.490000,0.099089,0.643359,0.891604,-1.699205,0.235632,0.022232,0.061195,0.891604,0.197711,0.029913,0.100000,0.980926,0.007338,-0.493083,-0.041642,-0.056796
14.500000,0.099960,0.637493,0.894980,-1.698675,0.235364,0.022402,0.062011,0.894980,0.198010,0.029934,0.100000,0.983420,0.007126,-0.492392,-0.041841,-0.054671
14.510000,0.100809,0.631553,0.898339,-1.698002,0.235098,0.022567,0.062827,0.898339,0.198310,0.029952,0.100000,0.985915,0.006915,-0.491782,-0.042277,-0.052818
14.520000,0.101636,0.625523,0.901692,-1.697137,0.234834,0.022726,0.063637,0.901692,0.198609,0.029968,0.100000,0.988412,0.006705,-0.491229,-0.043261,-0.051457
14.530000,0.102441,0.619403,0.905049,-1.696097,0.234572,0.022881,0.064442,0.905049,0.198909,0.029980,0.100000,0.990909,0.006495,-0.490486,-0.044233,-0.050008
14.540000,0.103224,0.613198,0.908407,-1.694925,0.234309,0.023030,0.065247,0.908407,0.199209,0.029990,0.100000,0.993408,0.006287,-0.489581,-0.044835,-0.048165
14.550000,0.103985,0.606908,0.911758,-1.693619,0.234048,0.023173,0.066053,0.911758,0.199509,0.029996,0.100000,0.995908,0.006080,-0.488777,-0.045412,-0.046290
14.560000,0.104724,0.600531,0.915103,-1.692149,0.233788,0.023312,0.066857,0.915103,0.199809,0.029999,0.100000,0.998407,0.005874,-0.488147,-0.046326,-0.044707
14.570000,0.105442,0.594065,0.918449,-1.690506,0.233529,0.023445,0.067656,0.918449,0.200109,0.030000,0.100000,1.000907,0.005668,-0.487510,-0.047402,-0.043224
14.580000,0.106138,0.587510,0.921795,-1.688712,0.233270,0.023574,0.068453,0.921795,0.200409,0.029997,0.100000,1.003407,0.005464,-0.486750,-0.048309,-0.041537
14.590000,0.106812,0.580869,0.925136,-1.686777,0.233012,0.023697,0.069250,0.925136,0.200709,0.029992,0.100000,1.005907,0.005261,-0.485969,-0.049091,-0.039709
14.600000,0.107465,0.574139,0.928472,-1.684687,0.232755,0.023815,0.070045,0.928472,0.201009,0.029983,0.100000,1.008406,0.005059,-0.485276,-0.050009,-0.037986
14.610000,0.108097,0.567315,0.931804,-1.682428,0.232498,0.023928,0.070838,0.931804,0.201308,0.029971,0.100000,1.010904,0.004858,-0.484621,-0.051102,-0.036384
14.620000,0.108707,0.560398,0.935135,-1.680006,0.232242,0.024037,0.071628,0.935135,0.201608,0.029957,0.100000,1.013401,0.004657,-0.483908,-0.052186,-0.034723
14.630000,0.109296,0.553386,0.938463,-1.677431,0.231986,0.024140,0.072418,0.938463,0.201908,0.029939,0.100000,1.015897,0.004459,-0.483149,-0.053179,-0.032939
14.640000,0.109864,0.546279,0.941786,-1.674699,0.231731,0.024238,0.073207,0.941786,0.202207,0.029919,0.100000,1.018391,0.004261,-0.482427,-0.054203,-0.031147
14.650000,0.110411,0.539074,0.945104,-1.671801,0.231475,0.024331,0.073994,0.945104,0.202506,0.029895,0.100000,1.020883,0.004064,-0.481754,-0.055350,-0.029427
14.660000,0.110937,0.531768,0.948421,-1.668734,0.231220,0.024420,0.074780,0.948421,0.202805,0.029869,0.100000,1.023373,0.003869,-0.481075,-0.056556,-0.027711
14.670000,0.111442,0.524360,0.951734,-1.665502,0.230965,0.024503,0.075565,0.951734,0.203103,0.029839,0.100000,1.025861,0.003674,-0.480362,-0.057736,-0.025921
14.680000,0.111926,0.516849,0.955043,-1.662106,0.230710,0.024582,0.076350,0.955043,0.203402,0.029807,0.100000,1.028346,0.003481,-0.479654,-0.058911,-0.024080
